trialidx,blockidx,answer,color,concept,ID,idx
11,5,80,"DO","drought","20231211-1930-CON-p62b79i1",159
12,5,0,"DH","drought","20231211-1930-CON-p62b79i1",160
13,5,55,"WH","drought","20231211-1930-CON-p62b79i1",161
14,5,0,"MB","drought","20231211-1930-CON-p62b79i1",162
15,5,70,"DY","drought","20231211-1930-CON-p62b79i1",163
16,5,0,"DG","drought","20231211-1930-CON-p62b79i1",164
17,5,0,"LP","drought","20231211-1930-CON-p62b79i1",165
18,5,0,"LR","drought","20231211-1930-CON-p62b79i1",166
19,5,0,"SG","drought","20231211-1930-CON-p62b79i1",167
20,5,61,"DR","drought","20231211-1930-CON-p62b79i1",168
21,5,56,"SR","drought","20231211-1930-CON-p62b79i1",169
22,5,0,"MG","drought","20231211-1930-CON-p62b79i1",170
23,5,0,"SC","drought","20231211-1930-CON-p62b79i1",171
24,5,72,"SO","drought","20231211-1930-CON-p62b79i1",172
25,5,0,"MH","drought","20231211-1930-CON-p62b79i1",173
26,5,15,"SP","drought","20231211-1930-CON-p62b79i1",174
27,5,0,"LC","drought","20231211-1930-CON-p62b79i1",175
28,5,59,"A1","drought","20231211-1930-CON-p62b79i1",176
29,5,0,"LH","drought","20231211-1930-CON-p62b79i1",177
30,5,0,"SB","drought","20231211-1930-CON-p62b79i1",178
31,5,54,"LO","drought","20231211-1930-CON-p62b79i1",179
32,5,64,"BK","drought","20231211-1930-CON-p62b79i1",180
33,5,0,"DP","drought","20231211-1930-CON-p62b79i1",181
34,5,0,"SH","drought","20231211-1930-CON-p62b79i1",182
35,5,21,"MR","drought","20231211-1930-CON-p62b79i1",183
36,5,0,"MP","drought","20231211-1930-CON-p62b79i1",184
37,5,30,"A3","drought","20231211-1930-CON-p62b79i1",185
1,6,38,"MG","sad","20231211-1930-CON-p62b79i1",186
2,6,40,"DY","sad","20231211-1930-CON-p62b79i1",187
3,6,14,"MY","sad","20231211-1930-CON-p62b79i1",188
4,6,14,"LC","sad","20231211-1930-CON-p62b79i1",189
5,6,0,"MR","sad","20231211-1930-CON-p62b79i1",190
6,6,18,"MC","sad","20231211-1930-CON-p62b79i1",191
7,6,23,"DO","sad","20231211-1930-CON-p62b79i1",192
8,6,0,"SP","sad","20231211-1930-CON-p62b79i1",193
9,6,42,"A3","sad","20231211-1930-CON-p62b79i1",194
10,6,14,"LP","sad","20231211-1930-CON-p62b79i1",195
11,6,0,"SB","sad","20231211-1930-CON-p62b79i1",196
12,6,65,"DB","sad","20231211-1930-CON-p62b79i1",197
13,6,59,"WH","sad","20231211-1930-CON-p62b79i1",198
14,6,65,"A2","sad","20231211-1930-CON-p62b79i1",199
15,6,32,"DG","sad","20231211-1930-CON-p62b79i1",200
16,6,0,"LB","sad","20231211-1930-CON-p62b79i1",201
17,6,0,"SH","sad","20231211-1930-CON-p62b79i1",202
18,6,0,"MO","sad","20231211-1930-CON-p62b79i1",203
19,6,0,"MP","sad","20231211-1930-CON-p62b79i1",204
20,6,0,"SY","sad","20231211-1930-CON-p62b79i1",205
21,6,22,"DR","sad","20231211-1930-CON-p62b79i1",206
22,6,0,"LY","sad","20231211-1930-CON-p62b79i1",207
23,6,19,"DH","sad","20231211-1930-CON-p62b79i1",208
24,6,3,"MH","sad","20231211-1930-CON-p62b79i1",209
25,6,0,"SG","sad","20231211-1930-CON-p62b79i1",210
26,6,77,"BK","sad","20231211-1930-CON-p62b79i1",211
27,6,0,"SO","sad","20231211-1930-CON-p62b79i1",212
28,6,0,"LG","sad","20231211-1930-CON-p62b79i1",213
29,6,26,"LO","sad","20231211-1930-CON-p62b79i1",214
30,6,0,"LH","sad","20231211-1930-CON-p62b79i1",215
31,6,59,"DC","sad","20231211-1930-CON-p62b79i1",216
32,6,0,"SR","sad","20231211-1930-CON-p62b79i1",217
33,6,0,"SC","sad","20231211-1930-CON-p62b79i1",218
34,6,54,"MB","sad","20231211-1930-CON-p62b79i1",219
35,6,81,"A1","sad","20231211-1930-CON-p62b79i1",220
36,6,60,"DP","sad","20231211-1930-CON-p62b79i1",221
37,6,34,"LR","sad","20231211-1930-CON-p62b79i1",222
1,7,22,"LH","peach","20231211-1930-CON-p62b79i1",223
2,7,9,"LG","peach","20231211-1930-CON-p62b79i1",224
3,7,0,"SB","peach","20231211-1930-CON-p62b79i1",225
4,7,0,"MH","peach","20231211-1930-CON-p62b79i1",226
5,7,0,"A3","peach","20231211-1930-CON-p62b79i1",227
6,7,62,"DO","peach","20231211-1930-CON-p62b79i1",228
7,7,0,"MP","peach","20231211-1930-CON-p62b79i1",229
8,7,0,"LP","peach","20231211-1930-CON-p62b79i1",230
9,7,0,"WH","peach","20231211-1930-CON-p62b79i1",231
10,7,0,"DP","peach","20231211-1930-CON-p62b79i1",232
11,7,0,"LC","peach","20231211-1930-CON-p62b79i1",233
12,7,0,"SG","peach","20231211-1930-CON-p62b79i1",234
13,7,0,"LB","peach","20231211-1930-CON-p62b79i1",235
14,7,0,"MG","peach","20231211-1930-CON-p62b79i1",236
15,7,0,"DG","peach","20231211-1930-CON-p62b79i1",237
16,7,0,"SC","peach","20231211-1930-CON-p62b79i1",238
17,7,0,"DC","peach","20231211-1930-CON-p62b79i1",239
18,7,56,"LR","peach","20231211-1930-CON-p62b79i1",240
19,7,54,"LY","peach","20231211-1930-CON-p62b79i1",241
20,7,0,"SH","peach","20231211-1930-CON-p62b79i1",242
21,7,0,"DB","peach","20231211-1930-CON-p62b79i1",243
22,7,0,"SP","peach","20231211-1930-CON-p62b79i1",244
23,7,0,"MC","peach","20231211-1930-CON-p62b79i1",245
24,7,0,"BK","peach","20231211-1930-CON-p62b79i1",246
25,7,63,"MY","peach","20231211-1930-CON-p62b79i1",247
26,7,79,"MO","peach","20231211-1930-CON-p62b79i1",248
27,7,63,"LO","peach","20231211-1930-CON-p62b79i1",249
28,7,54,"SY","peach","20231211-1930-CON-p62b79i1",250
29,7,0,"DH","peach","20231211-1930-CON-p62b79i1",251
30,7,62,"DY","peach","20231211-1930-CON-p62b79i1",252
31,7,0,"A1","peach","20231211-1930-CON-p62b79i1",253
32,7,54,"DR","peach","20231211-1930-CON-p62b79i1",254
33,7,0,"A2","peach","20231211-1930-CON-p62b79i1",255
34,7,62,"SO","peach","20231211-1930-CON-p62b79i1",256
35,7,64,"MR","peach","20231211-1930-CON-p62b79i1",257
36,7,0,"MB","peach","20231211-1930-CON-p62b79i1",258
37,7,57,"SR","peach","20231211-1930-CON-p62b79i1",259
1,8,11,"SH","hurricane","20231211-1930-CON-p62b79i1",260
2,8,70,"SO","hurricane","20231211-1930-CON-p62b79i1",261
3,8,22,"MP","hurricane","20231211-1930-CON-p62b79i1",262
4,8,14,"SP","hurricane","20231211-1930-CON-p62b79i1",263
5,8,16,"DB","hurricane","20231211-1930-CON-p62b79i1",264
6,8,19,"SG","hurricane","20231211-1930-CON-p62b79i1",265
7,8,0,"BK","hurricane","20231211-1930-CON-p62b79i1",266
8,8,88,"DR","hurricane","20231211-1930-CON-p62b79i1",267
9,8,1,"MH","hurricane","20231211-1930-CON-p62b79i1",268
10,8,0,"MB","hurricane","20231211-1930-CON-p62b79i1",269
11,8,74,"MO","hurricane","20231211-1930-CON-p62b79i1",270
12,8,55,"LR","hurricane","20231211-1930-CON-p62b79i1",271
13,8,0,"LB","hurricane","20231211-1930-CON-p62b79i1",272
14,8,56,"WH","hurricane","20231211-1930-CON-p62b79i1",273
15,8,0,"A2","hurricane","20231211-1930-CON-p62b79i1",274
16,8,35,"LO","hurricane","20231211-1930-CON-p62b79i1",275
17,8,0,"LG","hurricane","20231211-1930-CON-p62b79i1",276
18,8,63,"LY","hurricane","20231211-1930-CON-p62b79i1",277
19,8,89,"DO","hurricane","20231211-1930-CON-p62b79i1",278
20,8,96,"SR","hurricane","20231211-1930-CON-p62b79i1",279
21,8,0,"SB","hurricane","20231211-1930-CON-p62b79i1",280
22,8,14,"DH","hurricane","20231211-1930-CON-p62b79i1",281
23,8,0,"A3","hurricane","20231211-1930-CON-p62b79i1",282
24,8,82,"MR","hurricane","20231211-1930-CON-p62b79i1",283
25,8,0,"MC","hurricane","20231211-1930-CON-p62b79i1",284
26,8,0,"SC","hurricane","20231211-1930-CON-p62b79i1",285
27,8,0,"DP","hurricane","20231211-1930-CON-p62b79i1",286
28,8,56,"SY","hurricane","20231211-1930-CON-p62b79i1",287
29,8,0,"A1","hurricane","20231211-1930-CON-p62b79i1",288
30,8,67,"MY","hurricane","20231211-1930-CON-p62b79i1",289
31,8,0,"DG","hurricane","20231211-1930-CON-p62b79i1",290
32,8,13,"LH","hurricane","20231211-1930-CON-p62b79i1",291
33,8,57,"DY","hurricane","20231211-1930-CON-p62b79i1",292
34,8,0,"LP","hurricane","20231211-1930-CON-p62b79i1",293
35,8,0,"LC","hurricane","20231211-1930-CON-p62b79i1",294
36,8,0,"DC","hurricane","20231211-1930-CON-p62b79i1",295
37,8,0,"MG","hurricane","20231211-1930-CON-p62b79i1",296
1,9,58,"BK","justice","20231211-1930-CON-p62b79i1",297
2,9,9,"DH","justice","20231211-1930-CON-p62b79i1",298
3,9,87,"WH","justice","20231211-1930-CON-p62b79i1",299
4,9,14,"SR","justice","20231211-1930-CON-p62b79i1",300
5,9,0,"LG","justice","20231211-1930-CON-p62b79i1",301
6,9,57,"A1","justice","20231211-1930-CON-p62b79i1",302
7,9,0,"SP","justice","20231211-1930-CON-p62b79i1",303
8,9,0,"MG","justice","20231211-1930-CON-p62b79i1",304
9,9,0,"LC","justice","20231211-1930-CON-p62b79i1",305
10,9,0,"LO","justice","20231211-1930-CON-p62b79i1",306
11,9,0,"MH","justice","20231211-1930-CON-p62b79i1",307
12,9,0,"MP","justice","20231211-1930-CON-p62b79i1",308
13,9,0,"LH","justice","20231211-1930-CON-p62b79i1",309
14,9,0,"SG","justice","20231211-1930-CON-p62b79i1",310
15,9,0,"LR","justice","20231211-1930-CON-p62b79i1",311
16,9,0,"SH","justice","20231211-1930-CON-p62b79i1",312
17,9,0,"MC","justice","20231211-1930-CON-p62b79i1",313
18,9,0,"MR","justice","20231211-1930-CON-p62b79i1",314
19,9,60,"A2","justice","20231211-1930-CON-p62b79i1",315
20,9,0,"SC","justice","20231211-1930-CON-p62b79i1",316
21,9,73,"DY","justice","20231211-1930-CON-p62b79i1",317
22,9,0,"LY","justice","20231211-1930-CON-p62b79i1",318
23,9,0,"SO","justice","20231211-1930-CON-p62b79i1",319
24,9,0,"LP","justice","20231211-1930-CON-p62b79i1",320
25,9,0,"DO","justice","20231211-1930-CON-p62b79i1",321
26,9,58,"MO","justice","20231211-1930-CON-p62b79i1",322
27,9,0,"DR","justice","20231211-1930-CON-p62b79i1",323
28,9,0,"DP","justice","20231211-1930-CON-p62b79i1",324
29,9,0,"A3","justice","20231211-1930-CON-p62b79i1",325
30,9,0,"DG","justice","20231211-1930-CON-p62b79i1",326
31,9,0,"DC","justice","20231211-1930-CON-p62b79i1",327
32,9,0,"LB","justice","20231211-1930-CON-p62b79i1",328
33,9,0,"DB","justice","20231211-1930-CON-p62b79i1",329
34,9,0,"SB","justice","20231211-1930-CON-p62b79i1",330
35,9,0,"MY","justice","20231211-1930-CON-p62b79i1",331
36,9,0,"SY","justice","20231211-1930-CON-p62b79i1",332
37,9,0,"MB","justice","20231211-1930-CON-p62b79i1",333
1,10,0,"LC","safety","20231211-1930-CON-p62b79i1",334
2,10,14,"DH","safety","20231211-1930-CON-p62b79i1",335
3,10,4,"MH","safety","20231211-1930-CON-p62b79i1",336
4,10,8,"SG","safety","20231211-1930-CON-p62b79i1",337
5,10,8,"SC","safety","20231211-1930-CON-p62b79i1",338
6,10,8,"LR","safety","20231211-1930-CON-p62b79i1",339
7,10,75,"MO","safety","20231211-1930-CON-p62b79i1",340
8,10,5,"MB","safety","20231211-1930-CON-p62b79i1",341
9,10,8,"LB","safety","20231211-1930-CON-p62b79i1",342
10,10,0,"A3","safety","20231211-1930-CON-p62b79i1",343
11,10,14,"MP","safety","20231211-1930-CON-p62b79i1",344
12,10,83,"LY","safety","20231211-1930-CON-p62b79i1",345
13,10,0,"LP","safety","20231211-1930-CON-p62b79i1",346
14,10,0,"DC","safety","20231211-1930-CON-p62b79i1",347
15,10,54,"MG","safety","20231211-1930-CON-p62b79i1",348
16,10,0,"DB","safety","20231211-1930-CON-p62b79i1",349
17,10,0,"MR","safety","20231211-1930-CON-p62b79i1",350
18,10,65,"WH","safety","20231211-1930-CON-p62b79i1",351
19,10,0,"DO","safety","20231211-1930-CON-p62b79i1",352
20,10,69,"MY","safety","20231211-1930-CON-p62b79i1",353
21,10,67,"LO","safety","20231211-1930-CON-p62b79i1",354
22,10,0,"SH","safety","20231211-1930-CON-p62b79i1",355
23,10,0,"MC","safety","20231211-1930-CON-p62b79i1",356
24,10,62,"SY","safety","20231211-1930-CON-p62b79i1",357
25,10,0,"DP","safety","20231211-1930-CON-p62b79i1",358
26,10,0,"LH","safety","20231211-1930-CON-p62b79i1",359
27,10,67,"DY","safety","20231211-1930-CON-p62b79i1",360
28,10,0,"SP","safety","20231211-1930-CON-p62b79i1",361
29,10,0,"DR","safety","20231211-1930-CON-p62b79i1",362
30,10,15,"DG","safety","20231211-1930-CON-p62b79i1",363
31,10,0,"SR","safety","20231211-1930-CON-p62b79i1",364
32,10,0,"SB","safety","20231211-1930-CON-p62b79i1",365
33,10,0,"BK","safety","20231211-1930-CON-p62b79i1",366
34,10,0,"A2","safety","20231211-1930-CON-p62b79i1",367
35,10,61,"SO","safety","20231211-1930-CON-p62b79i1",368
36,10,0,"LG","safety","20231211-1930-CON-p62b79i1",369
37,10,0,"A1","safety","20231211-1930-CON-p62b79i1",370
1,11,64,"SR","sandstorm","20231211-1930-CON-p62b79i1",371
2,11,18,"WH","sandstorm","20231211-1930-CON-p62b79i1",372
3,11,68,"DR","sandstorm","20231211-1930-CON-p62b79i1",373
4,11,19,"LH","sandstorm","20231211-1930-CON-p62b79i1",374
5,11,86,"MO","sandstorm","20231211-1930-CON-p62b79i1",375
6,11,0,"SP","sandstorm","20231211-1930-CON-p62b79i1",376
7,11,0,"MH","sandstorm","20231211-1930-CON-p62b79i1",377
8,11,74,"SO","sandstorm","20231211-1930-CON-p62b79i1",378
9,11,0,"LP","sandstorm","20231211-1930-CON-p62b79i1",379
10,11,0,"SC","sandstorm","20231211-1930-CON-p62b79i1",380
11,11,57,"MR","sandstorm","20231211-1930-CON-p62b79i1",381
12,11,76,"DY","sandstorm","20231211-1930-CON-p62b79i1",382
13,11,0,"MC","sandstorm","20231211-1930-CON-p62b79i1",383
14,11,77,"DO","sandstorm","20231211-1930-CON-p62b79i1",384
15,11,45,"LR","sandstorm","20231211-1930-CON-p62b79i1",385
16,11,0,"A1","sandstorm","20231211-1930-CON-p62b79i1",386
17,11,0,"SH","sandstorm","20231211-1930-CON-p62b79i1",387
18,11,0,"LG","sandstorm","20231211-1930-CON-p62b79i1",388
19,11,17,"LY","sandstorm","20231211-1930-CON-p62b79i1",389
20,11,0,"SG","sandstorm","20231211-1930-CON-p62b79i1",390
21,11,0,"DP","sandstorm","20231211-1930-CON-p62b79i1",391
22,11,0,"A3","sandstorm","20231211-1930-CON-p62b79i1",392
23,11,0,"DC","sandstorm","20231211-1930-CON-p62b79i1",393
24,11,0,"DG","sandstorm","20231211-1930-CON-p62b79i1",394
25,11,17,"A2","sandstorm","20231211-1930-CON-p62b79i1",395
26,11,59,"SY","sandstorm","20231211-1930-CON-p62b79i1",396
27,11,0,"LB","sandstorm","20231211-1930-CON-p62b79i1",397
28,11,0,"DB","sandstorm","20231211-1930-CON-p62b79i1",398
29,11,0,"MB","sandstorm","20231211-1930-CON-p62b79i1",399
30,11,0,"DH","sandstorm","20231211-1930-CON-p62b79i1",400
31,11,64,"LO","sandstorm","20231211-1930-CON-p62b79i1",401
32,11,0,"BK","sandstorm","20231211-1930-CON-p62b79i1",402
33,11,0,"LC","sandstorm","20231211-1930-CON-p62b79i1",403
34,11,0,"MG","sandstorm","20231211-1930-CON-p62b79i1",404
35,11,64,"MY","sandstorm","20231211-1930-CON-p62b79i1",405
36,11,0,"SB","sandstorm","20231211-1930-CON-p62b79i1",406
37,11,0,"MP","sandstorm","20231211-1930-CON-p62b79i1",407
1,12,0,"A3","banana","20231211-1930-CON-p62b79i1",408
2,12,0,"WH","banana","20231211-1930-CON-p62b79i1",409
3,12,0,"DC","banana","20231211-1930-CON-p62b79i1",410
4,12,56,"SH","banana","20231211-1930-CON-p62b79i1",411
5,12,0,"MC","banana","20231211-1930-CON-p62b79i1",412
6,12,46,"DG","banana","20231211-1930-CON-p62b79i1",413
7,12,0,"SR","banana","20231211-1930-CON-p62b79i1",414
8,12,0,"DR","banana","20231211-1930-CON-p62b79i1",415
9,12,0,"MO","banana","20231211-1930-CON-p62b79i1",416
10,12,53,"LO","banana","20231211-1930-CON-p62b79i1",417
11,12,0,"MP","banana","20231211-1930-CON-p62b79i1",418
12,12,0,"LC","banana","20231211-1930-CON-p62b79i1",419
13,12,0,"DB","banana","20231211-1930-CON-p62b79i1",420
14,12,62,"DY","banana","20231211-1930-CON-p62b79i1",421
15,12,57,"MH","banana","20231211-1930-CON-p62b79i1",422
16,12,0,"SB","banana","20231211-1930-CON-p62b79i1",423
17,12,0,"DP","banana","20231211-1930-CON-p62b79i1",424
18,12,30,"MG","banana","20231211-1930-CON-p62b79i1",425
19,12,0,"MB","banana","20231211-1930-CON-p62b79i1",426
20,12,0,"LR","banana","20231211-1930-CON-p62b79i1",427
21,12,95,"SY","banana","20231211-1930-CON-p62b79i1",428
22,12,0,"LB","banana","20231211-1930-CON-p62b79i1",429
23,12,0,"LP","banana","20231211-1930-CON-p62b79i1",430
24,12,100,"LY","banana","20231211-1930-CON-p62b79i1",431
25,12,0,"BK","banana","20231211-1930-CON-p62b79i1",432
26,12,0,"SP","banana","20231211-1930-CON-p62b79i1",433
27,12,0,"SO","banana","20231211-1930-CON-p62b79i1",434
28,12,0,"LG","banana","20231211-1930-CON-p62b79i1",435
29,12,0,"DH","banana","20231211-1930-CON-p62b79i1",436
30,12,0,"A1","banana","20231211-1930-CON-p62b79i1",437
31,12,0,"A2","banana","20231211-1930-CON-p62b79i1",438
32,12,0,"SG","banana","20231211-1930-CON-p62b79i1",439
33,12,0,"MR","banana","20231211-1930-CON-p62b79i1",440
34,12,26,"DO","banana","20231211-1930-CON-p62b79i1",441
35,12,64,"MY","banana","20231211-1930-CON-p62b79i1",442
36,12,74,"LH","banana","20231211-1930-CON-p62b79i1",443
37,12,0,"SC","banana","20231211-1930-CON-p62b79i1",444
1,13,61,"DB","comfort","20231211-1930-CON-p62b79i1",445
2,13,0,"SR","comfort","20231211-1930-CON-p62b79i1",446
3,13,18,"MY","comfort","20231211-1930-CON-p62b79i1",447
4,13,35,"SY","comfort","20231211-1930-CON-p62b79i1",448
5,13,57,"A3","comfort","20231211-1930-CON-p62b79i1",449
6,13,24,"SO","comfort","20231211-1930-CON-p62b79i1",450
7,13,22,"MP","comfort","20231211-1930-CON-p62b79i1",451
8,13,67,"LB","comfort","20231211-1930-CON-p62b79i1",452
9,13,0,"MR","comfort","20231211-1930-CON-p62b79i1",453
10,13,61,"DG","comfort","20231211-1930-CON-p62b79i1",454
11,13,0,"DP","comfort","20231211-1930-CON-p62b79i1",455
12,13,27,"LR","comfort","20231211-1930-CON-p62b79i1",456
13,13,72,"MC","comfort","20231211-1930-CON-p62b79i1",457
14,13,76,"MG","comfort","20231211-1930-CON-p62b79i1",458
15,13,38,"DO","comfort","20231211-1930-CON-p62b79i1",459
16,13,40,"BK","comfort","20231211-1930-CON-p62b79i1",460
17,13,60,"LC","comfort","20231211-1930-CON-p62b79i1",461
18,13,26,"SP","comfort","20231211-1930-CON-p62b79i1",462
19,13,63,"MB","comfort","20231211-1930-CON-p62b79i1",463
20,13,44,"LH","comfort","20231211-1930-CON-p62b79i1",464
21,13,61,"A2","comfort","20231211-1930-CON-p62b79i1",465
22,13,43,"MO","comfort","20231211-1930-CON-p62b79i1",466
23,13,39,"LY","comfort","20231211-1930-CON-p62b79i1",467
24,13,9,"LP","comfort","20231211-1930-CON-p62b79i1",468
25,13,45,"DH","comfort","20231211-1930-CON-p62b79i1",469
26,13,57,"MH","comfort","20231211-1930-CON-p62b79i1",470
27,13,0,"DR","comfort","20231211-1930-CON-p62b79i1",471
28,13,76,"WH","comfort","20231211-1930-CON-p62b79i1",472
29,13,62,"A1","comfort","20231211-1930-CON-p62b79i1",473
30,13,45,"LO","comfort","20231211-1930-CON-p62b79i1",474
31,13,59,"DC","comfort","20231211-1930-CON-p62b79i1",475
32,13,63,"DY","comfort","20231211-1930-CON-p62b79i1",476
33,13,60,"SB","comfort","20231211-1930-CON-p62b79i1",477
34,13,70,"LG","comfort","20231211-1930-CON-p62b79i1",478
35,13,57,"SH","comfort","20231211-1930-CON-p62b79i1",479
36,13,65,"SC","comfort","20231211-1930-CON-p62b79i1",480
37,13,60,"SG","comfort","20231211-1930-CON-p62b79i1",481
1,14,25,"LY","love","20231211-1930-CON-p62b79i1",482
2,14,26,"SB","love","20231211-1930-CON-p62b79i1",483
3,14,15,"LH","love","20231211-1930-CON-p62b79i1",484
4,14,59,"SO","love","20231211-1930-CON-p62b79i1",485
5,14,44,"LO","love","20231211-1930-CON-p62b79i1",486
6,14,0,"MH","love","20231211-1930-CON-p62b79i1",487
7,14,0,"SG","love","20231211-1930-CON-p62b79i1",488
8,14,0,"DG","love","20231211-1930-CON-p62b79i1",489
9,14,54,"SP","love","20231211-1930-CON-p62b79i1",490
10,14,0,"DB","love","20231211-1930-CON-p62b79i1",491
11,14,73,"WH","love","20231211-1930-CON-p62b79i1",492
12,14,0,"DC","love","20231211-1930-CON-p62b79i1",493
13,14,0,"LB","love","20231211-1930-CON-p62b79i1",494
14,14,57,"MY","love","20231211-1930-CON-p62b79i1",495
15,14,0,"LG","love","20231211-1930-CON-p62b79i1",496
16,14,59,"DO","love","20231211-1930-CON-p62b79i1",497
17,14,0,"MB","love","20231211-1930-CON-p62b79i1",498
18,14,65,"LR","love","20231211-1930-CON-p62b79i1",499
19,14,47,"DY","love","20231211-1930-CON-p62b79i1",500
20,14,54,"MO","love","20231211-1930-CON-p62b79i1",501
21,14,78,"MR","love","20231211-1930-CON-p62b79i1",502
22,14,38,"DP","love","20231211-1930-CON-p62b79i1",503
23,14,0,"MC","love","20231211-1930-CON-p62b79i1",504
24,14,0,"A1","love","20231211-1930-CON-p62b79i1",505
25,14,0,"SC","love","20231211-1930-CON-p62b79i1",506
26,14,64,"LP","love","20231211-1930-CON-p62b79i1",507
27,14,32,"SY","love","20231211-1930-CON-p62b79i1",508
28,14,91,"DR","love","20231211-1930-CON-p62b79i1",509
29,14,0,"SH","love","20231211-1930-CON-p62b79i1",510
30,14,92,"SR","love","20231211-1930-CON-p62b79i1",511
31,14,0,"MG","love","20231211-1930-CON-p62b79i1",512
32,14,61,"MP","love","20231211-1930-CON-p62b79i1",513
33,14,42,"A3","love","20231211-1930-CON-p62b79i1",514
34,14,0,"DH","love","20231211-1930-CON-p62b79i1",515
35,14,33,"A2","love","20231211-1930-CON-p62b79i1",516
36,14,0,"LC","love","20231211-1930-CON-p62b79i1",517
37,14,0,"BK","love","20231211-1930-CON-p62b79i1",518
1,15,0,"MB","angry","20231211-1930-CON-p62b79i1",519
2,15,56,"DY","angry","20231211-1930-CON-p62b79i1",520
3,15,72,"SO","angry","20231211-1930-CON-p62b79i1",521
4,15,99,"SR","angry","20231211-1930-CON-p62b79i1",522
5,15,11,"A3","angry","20231211-1930-CON-p62b79i1",523
6,15,0,"DH","angry","20231211-1930-CON-p62b79i1",524
7,15,0,"MH","angry","20231211-1930-CON-p62b79i1",525
8,15,0,"A2","angry","20231211-1930-CON-p62b79i1",526
9,15,30,"A1","angry","20231211-1930-CON-p62b79i1",527
10,15,55,"LY","angry","20231211-1930-CON-p62b79i1",528
11,15,0,"MC","angry","20231211-1930-CON-p62b79i1",529
12,15,0,"SB","angry","20231211-1930-CON-p62b79i1",530
13,15,0,"MG","angry","20231211-1930-CON-p62b79i1",531
14,15,27,"SP","angry","20231211-1930-CON-p62b79i1",532
15,15,64,"BK","angry","20231211-1930-CON-p62b79i1",533
16,15,55,"MY","angry","20231211-1930-CON-p62b79i1",534
17,15,53,"SY","angry","20231211-1930-CON-p62b79i1",535
18,15,0,"LB","angry","20231211-1930-CON-p62b79i1",536
19,15,0,"DC","angry","20231211-1930-CON-p62b79i1",537
20,15,0,"WH","angry","20231211-1930-CON-p62b79i1",538
21,15,95,"DR","angry","20231211-1930-CON-p62b79i1",539
22,15,0,"SG","angry","20231211-1930-CON-p62b79i1",540
23,15,65,"DO","angry","20231211-1930-CON-p62b79i1",541
24,15,0,"SH","angry","20231211-1930-CON-p62b79i1",542
25,15,0,"DB","angry","20231211-1930-CON-p62b79i1",543
26,15,35,"LR","angry","20231211-1930-CON-p62b79i1",544
27,15,53,"MP","angry","20231211-1930-CON-p62b79i1",545
28,15,56,"MO","angry","20231211-1930-CON-p62b79i1",546
29,15,56,"DP","angry","20231211-1930-CON-p62b79i1",547
30,15,1,"LC","angry","20231211-1930-CON-p62b79i1",548
31,15,0,"LH","angry","20231211-1930-CON-p62b79i1",549
32,15,0,"LG","angry","20231211-1930-CON-p62b79i1",550
33,15,42,"LO","angry","20231211-1930-CON-p62b79i1",551
34,15,0,"DG","angry","20231211-1930-CON-p62b79i1",552
35,15,0,"SC","angry","20231211-1930-CON-p62b79i1",553
36,15,87,"MR","angry","20231211-1930-CON-p62b79i1",554
37,15,34,"LP","angry","20231211-1930-CON-p62b79i1",555
1,16,0,"MH","lightning","20231211-1930-CON-p62b79i1",556
2,16,0,"SP","lightning","20231211-1930-CON-p62b79i1",557
3,16,0,"MC","lightning","20231211-1930-CON-p62b79i1",558
4,16,0,"DH","lightning","20231211-1930-CON-p62b79i1",559
5,16,78,"SY","lightning","20231211-1930-CON-p62b79i1",560
6,16,45,"LH","lightning","20231211-1930-CON-p62b79i1",561
7,16,57,"DR","lightning","20231211-1930-CON-p62b79i1",562
8,16,0,"LP","lightning","20231211-1930-CON-p62b79i1",563
9,16,0,"LG","lightning","20231211-1930-CON-p62b79i1",564
10,16,0,"LB","lightning","20231211-1930-CON-p62b79i1",565
11,16,0,"SC","lightning","20231211-1930-CON-p62b79i1",566
12,16,82,"LY","lightning","20231211-1930-CON-p62b79i1",567
13,16,0,"DP","lightning","20231211-1930-CON-p62b79i1",568
14,16,0,"A2","lightning","20231211-1930-CON-p62b79i1",569
15,16,0,"SB","lightning","20231211-1930-CON-p62b79i1",570
16,16,0,"MG","lightning","20231211-1930-CON-p62b79i1",571
17,16,0,"MP","lightning","20231211-1930-CON-p62b79i1",572
18,16,0,"BK","lightning","20231211-1930-CON-p62b79i1",573
19,16,0,"MB","lightning","20231211-1930-CON-p62b79i1",574
20,16,0,"DO","lightning","20231211-1930-CON-p62b79i1",575
21,16,24,"MO","lightning","20231211-1930-CON-p62b79i1",576
22,16,0,"DB","lightning","20231211-1930-CON-p62b79i1",577
23,16,0,"LC","lightning","20231211-1930-CON-p62b79i1",578
24,16,42,"DY","lightning","20231211-1930-CON-p62b79i1",579
25,16,16,"SH","lightning","20231211-1930-CON-p62b79i1",580
26,16,0,"LR","lightning","20231211-1930-CON-p62b79i1",581
27,16,0,"SO","lightning","20231211-1930-CON-p62b79i1",582
28,16,59,"LO","lightning","20231211-1930-CON-p62b79i1",583
29,16,0,"SR","lightning","20231211-1930-CON-p62b79i1",584
30,16,0,"A1","lightning","20231211-1930-CON-p62b79i1",585
31,16,57,"MY","lightning","20231211-1930-CON-p62b79i1",586
32,16,69,"WH","lightning","20231211-1930-CON-p62b79i1",587
