participantId,trialId,trialOrder,responseId,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_responseId,parameters_expLang,parameters_conceptA,parameters_conceptB,parameters_colorA,parameters_colorB,parameters_mgLevel,parameters_usLevel,parameters_pairId,parameters_trialIndex,parameters_swapIndex,parameters_tallerSide,parameters_seconds,parameters_title,parameters_message
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p7_s1_tr","35","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_sad"":""DC"",""concept_sick"":""A3""},""conceptA"":{""id"":""concept_sad"",""text"":""sad"",""chosenColorCode"":""DC""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""A3""},""responseTime"":3561,""lastEditTime"":3561,""poolOrder"":1,""trialIndex"":31,""pairId"":""MG_LOW_US_LOW_sad_sick_A3_DC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""DC"",""rightColorCode"":""A3"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":146,""shortHeight"":96,""leftHeight"":96,""rightHeight"":146}","undefined","4678","4678","undefined","undefined","sad","sick","A3","DC","MG_LOW","US_LOW","MG_LOW_US_LOW_sad_sick_A3_DC","31","1","right","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p7_s1_tr","35","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p6_s0_tl","36","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_happy"":""MC"",""concept_sad"":""DR""},""conceptA"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""MC""},""conceptB"":{""id"":""concept_sad"",""text"":""sad"",""chosenColorCode"":""DR""},""responseTime"":5448,""lastEditTime"":5448,""poolOrder"":1,""trialIndex"":24,""pairId"":""MG_LOW_US_LOW_happy_sad_DR_MC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""DR"",""rightColorCode"":""MC"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":103,""leftHeight"":151,""rightHeight"":103}","undefined","5965","5965","undefined","undefined","happy","sad","DR","MC","MG_LOW","US_LOW","MG_LOW_US_LOW_happy_sad_DR_MC","24","0","left","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p6_s0_tl","36","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":23,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p9_s1_tr","37","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_mango"":""MO"",""concept_banana"":""SY""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""SY""},""conceptB"":{""id"":""concept_mango"",""text"":""mango"",""chosenColorCode"":""MO""},""responseTime"":4161,""lastEditTime"":4161,""poolOrder"":1,""trialIndex"":39,""pairId"":""MG_LOW_US_HIGH_banana_mango_MO_SY"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SY"",""rightColorCode"":""MO"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":155,""shortHeight"":102,""leftHeight"":102,""rightHeight"":155}","undefined","4863","4863","undefined","undefined","banana","mango","MO","SY","MG_LOW","US_HIGH","MG_LOW_US_HIGH_banana_mango_MO_SY","39","1","right","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p9_s1_tr","37","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":15,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p0_s1_tr","38","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_happy"":""WH"",""concept_angry"":""MH""},""conceptA"":{""id"":""concept_angry"",""text"":""angry"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""WH""},""responseTime"":5949,""lastEditTime"":5949,""poolOrder"":1,""trialIndex"":3,""pairId"":""MG_HIGH_US_LOW_angry_happy_MH_WH"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""WH"",""rightColorCode"":""MH"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":155,""shortHeight"":104,""leftHeight"":104,""rightHeight"":155}","undefined","6768","6768","undefined","undefined","angry","happy","MH","WH","MG_HIGH","US_LOW","MG_HIGH_US_LOW_angry_happy_MH_WH","3","1","right","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p0_s1_tr","38","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":23,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p9_s1_tl","39","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_mango"":""MO"",""concept_banana"":""SY""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""SY""},""conceptB"":{""id"":""concept_mango"",""text"":""mango"",""chosenColorCode"":""MO""},""responseTime"":4311,""lastEditTime"":4311,""poolOrder"":0,""trialIndex"":38,""pairId"":""MG_LOW_US_HIGH_banana_mango_MO_SY"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SY"",""rightColorCode"":""MO"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":149,""shortHeight"":105,""leftHeight"":149,""rightHeight"":105}","undefined","5179","5179","undefined","undefined","banana","mango","MO","SY","MG_LOW","US_HIGH","MG_LOW_US_HIGH_banana_mango_MO_SY","38","1","left","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p9_s1_tl","39","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":20,""mousedown"":4,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p11_s0_tr","40","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_justice"":""BK"",""concept_safety"":""SG""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""SG""},""responseTime"":5107,""lastEditTime"":5107,""poolOrder"":0,""trialIndex"":45,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""BK"",""rightColorCode"":""SG"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":145,""shortHeight"":98,""leftHeight"":98,""rightHeight"":145}","undefined","5897","5897","undefined","undefined","justice","safety","BK","SG","MG_LOW","US_HIGH","MG_LOW_US_HIGH_justice_safety_BK_SG","45","0","right","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p11_s0_tr","40","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":4,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p1_s0_tr","41","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_safety"":""DB"",""concept_death"":""DP""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""DB""},""responseTime"":3329,""lastEditTime"":3329,""poolOrder"":1,""trialIndex"":5,""pairId"":""MG_HIGH_US_LOW_death_safety_DB_DP"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DB"",""rightColorCode"":""DP"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":146,""shortHeight"":97,""leftHeight"":97,""rightHeight"":146}","undefined","3985","3985","undefined","undefined","death","safety","DB","DP","MG_HIGH","US_LOW","MG_HIGH_US_LOW_death_safety_DB_DP","5","0","right","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p1_s0_tr","41","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p11_s1_tl","42","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_justice"":""BK"",""concept_safety"":""SG""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""SG""},""responseTime"":4426,""lastEditTime"":4426,""poolOrder"":0,""trialIndex"":46,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SG"",""rightColorCode"":""BK"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":153,""shortHeight"":98,""leftHeight"":153,""rightHeight"":98}","undefined","4967","4967","undefined","undefined","justice","safety","BK","SG","MG_LOW","US_HIGH","MG_LOW_US_HIGH_justice_safety_BK_SG","46","1","left","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p11_s1_tl","42","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":15,""mousedown"":4,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p10_s0_tr","43","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_sick"":""MH"",""concept_angry"":""SC""},""conceptA"":{""id"":""concept_angry"",""text"":""angry"",""chosenColorCode"":""SC""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""MH""},""responseTime"":2529,""lastEditTime"":2529,""poolOrder"":1,""trialIndex"":41,""pairId"":""MG_LOW_US_HIGH_angry_sick_MH_SC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MH"",""rightColorCode"":""SC"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":153,""shortHeight"":105,""leftHeight"":105,""rightHeight"":153}","undefined","3109","3109","undefined","undefined","angry","sick","MH","SC","MG_LOW","US_HIGH","MG_LOW_US_HIGH_angry_sick_MH_SC","41","0","right","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p10_s0_tr","43","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p3_s0_tl","44","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_peach"":""SR"",""concept_banana"":""MH""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_peach"",""text"":""peach"",""chosenColorCode"":""SR""},""responseTime"":3000,""lastEditTime"":3000,""poolOrder"":1,""trialIndex"":12,""pairId"":""MG_HIGH_US_HIGH_banana_peach_MH_SR"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""MH"",""rightColorCode"":""SR"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":152,""shortHeight"":96,""leftHeight"":152,""rightHeight"":96}","undefined","3909","3909","undefined","undefined","banana","peach","MH","SR","MG_HIGH","US_HIGH","MG_HIGH_US_HIGH_banana_peach_MH_SR","12","0","left","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p3_s0_tl","44","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":15,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p8_s0_tl","45","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_peace"":""MC"",""concept_justice"":""MO""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""MO""},""conceptB"":{""id"":""concept_peace"",""text"":""peace"",""chosenColorCode"":""MC""},""responseTime"":8432,""lastEditTime"":8432,""poolOrder"":1,""trialIndex"":32,""pairId"":""MG_LOW_US_LOW_justice_peace_MC_MO"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MC"",""rightColorCode"":""MO"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":146,""shortHeight"":105,""leftHeight"":146,""rightHeight"":105}","undefined","9144","9144","undefined","undefined","justice","peace","MC","MO","MG_LOW","US_LOW","MG_LOW_US_LOW_justice_peace_MC_MO","32","0","left","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p8_s0_tl","45","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":21,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p3_s1_tl","46","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_peach"":""SR"",""concept_banana"":""MH""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_peach"",""text"":""peach"",""chosenColorCode"":""SR""},""responseTime"":4956,""lastEditTime"":4956,""poolOrder"":0,""trialIndex"":14,""pairId"":""MG_HIGH_US_HIGH_banana_peach_MH_SR"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""SR"",""rightColorCode"":""MH"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":150,""shortHeight"":102,""leftHeight"":150,""rightHeight"":102}","undefined","5970","5970","undefined","undefined","banana","peach","MH","SR","MG_HIGH","US_HIGH","MG_HIGH_US_HIGH_banana_peach_MH_SR","14","1","left","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p3_s1_tl","46","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":18,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","attention_1","47","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_red"":""SR"",""concept_blue"":""LB""},""conceptA"":{""id"":""concept_blue"",""text"":""blue"",""chosenColorCode"":""LB""},""conceptB"":{""id"":""concept_red"",""text"":""red"",""chosenColorCode"":""SR""},""responseTime"":3694,""lastEditTime"":3694,""poolOrder"":1,""trialIndex"":48,""pairId"":""ATTENTION_1_blue_red_LB_SR"",""mgLevel"":""NA"",""usLevel"":""NA"",""leftColorCode"":""LB"",""rightColorCode"":""SR"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":149,""shortHeight"":101,""leftHeight"":149,""rightHeight"":101}","undefined","4313","4313","undefined","undefined","blue","red","LB","SR","NA","NA","ATTENTION_1_blue_red_LB_SR","48","0","left","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","attention_1","47","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p8_s1_tl","48","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_peace"":""MC"",""concept_justice"":""MO""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""MO""},""conceptB"":{""id"":""concept_peace"",""text"":""peace"",""chosenColorCode"":""MC""},""responseTime"":3523,""lastEditTime"":3523,""poolOrder"":1,""trialIndex"":34,""pairId"":""MG_LOW_US_LOW_justice_peace_MC_MO"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MO"",""rightColorCode"":""MC"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":149,""shortHeight"":102,""leftHeight"":149,""rightHeight"":102}","undefined","4065","4065","undefined","undefined","justice","peace","MC","MO","MG_LOW","US_LOW","MG_LOW_US_LOW_justice_peace_MC_MO","34","1","left","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p8_s1_tl","48","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p9_s0_tr","49","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_mango"":""MO"",""concept_banana"":""SY""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""SY""},""conceptB"":{""id"":""concept_mango"",""text"":""mango"",""chosenColorCode"":""MO""},""responseTime"":4221,""lastEditTime"":4221,""poolOrder"":1,""trialIndex"":37,""pairId"":""MG_LOW_US_HIGH_banana_mango_MO_SY"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MO"",""rightColorCode"":""SY"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":147,""shortHeight"":101,""leftHeight"":101,""rightHeight"":147}","undefined","5010","5010","undefined","undefined","banana","mango","MO","SY","MG_LOW","US_HIGH","MG_LOW_US_HIGH_banana_mango_MO_SY","37","0","right","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p9_s0_tr","49","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":19,""mousedown"":4,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p1_s0_tl","50","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_safety"":""DB"",""concept_death"":""DP""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""DB""},""responseTime"":4239,""lastEditTime"":4239,""poolOrder"":1,""trialIndex"":4,""pairId"":""MG_HIGH_US_LOW_death_safety_DB_DP"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DB"",""rightColorCode"":""DP"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":146,""shortHeight"":105,""leftHeight"":146,""rightHeight"":105}","undefined","5251","5251","undefined","undefined","death","safety","DB","DP","MG_HIGH","US_LOW","MG_HIGH_US_LOW_death_safety_DB_DP","4","0","left","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p1_s0_tl","50","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":5,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","break","51","break","completed","undefined","undefined","undefined","100.00","undefined","","{""seconds"":10,""completedAtISO"":""2026-02-17T01:22:57.779Z""}","undefined","32983","32983","break","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","10","Break time","Take a short break. You can continue when the timer finishes."
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","break","51","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":19,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p1_s0_tl","52","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_safety"":""DB"",""concept_death"":""DP""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""DB""},""responseTime"":13953,""lastEditTime"":13953,""poolOrder"":0,""trialIndex"":4,""pairId"":""MG_HIGH_US_LOW_death_safety_DB_DP"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DB"",""rightColorCode"":""DP"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":152,""shortHeight"":96,""leftHeight"":152,""rightHeight"":96}","undefined","14546","14546","undefined","undefined","death","safety","DB","DP","MG_HIGH","US_LOW","MG_HIGH_US_LOW_death_safety_DB_DP","4","0","left","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p1_s0_tl","52","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":43,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p6_s1_tr","53","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_happy"":""DR"",""concept_sad"":""MC""},""conceptA"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""DR""},""conceptB"":{""id"":""concept_sad"",""text"":""sad"",""chosenColorCode"":""MC""},""responseTime"":48149,""lastEditTime"":50745,""poolOrder"":1,""trialIndex"":27,""pairId"":""MG_LOW_US_LOW_happy_sad_DR_MC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MC"",""rightColorCode"":""DR"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":99,""leftHeight"":99,""rightHeight"":151}","undefined","51287","51287","undefined","undefined","happy","sad","DR","MC","MG_LOW","US_LOW","MG_LOW_US_LOW_happy_sad_DR_MC","27","1","right","undefined","undefined","undefined"
"1bcc79bb-b72d-4ff1-b529-bd2de6959f95","p6_s1_tr","53","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":60,""mousedown"":6,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
