participantId,trialId,trialOrder,responseId,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_responseId,parameters_expLang,parameters_paramCapture,parameters_taskid,parameters_plateIndex,parameters_correctResponse,parameters_imagePath,parameters_conceptA,parameters_conceptB,parameters_colorA,parameters_colorB,parameters_mgLevel,parameters_usLevel,parameters_pairId,parameters_trialIndex,parameters_swapIndex,parameters_tallerSide,parameters_resetButtonLabel,parameters_seconds,parameters_title,parameters_message
"5de30dd39a9da5342d09f2e8","p1_s1_tl","65","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":3,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p11_s1_tr","66","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_justice"":""SG"",""concept_safety"":""BK""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""SG""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""BK""},""responseTime"":20003,""lastEditTime"":20003,""poolOrder"":0,""trialIndex"":47,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SG"",""rightColorCode"":""BK"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":148,""shortHeight"":100,""leftHeight"":100,""rightHeight"":148}","undefined","22424","22424","undefined","undefined","undefined","undefined","undefined","undefined","undefined","justice","safety","BK","SG","MG_LOW","US_HIGH","MG_LOW_US_HIGH_justice_safety_BK_SG","47","1","right","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p11_s1_tr","66","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":3,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p10_s0_tr","67","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_angry"":""MH"",""concept_sick"":""SC""},""conceptA"":{""id"":""concept_angry"",""text"":""angry"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""SC""},""responseTime"":8756,""lastEditTime"":8756,""poolOrder"":1,""trialIndex"":41,""pairId"":""MG_LOW_US_HIGH_angry_sick_MH_SC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MH"",""rightColorCode"":""SC"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":101,""leftHeight"":101,""rightHeight"":154}","undefined","10733","10733","undefined","undefined","undefined","undefined","undefined","undefined","undefined","angry","sick","MH","SC","MG_LOW","US_HIGH","MG_LOW_US_HIGH_angry_sick_MH_SC","41","0","right","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p10_s0_tr","67","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":24,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":3,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p5_s1_tr","68","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_death"":""BK"",""concept_justice"":""DB""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""DB""},""responseTime"":5655,""lastEditTime"":5655,""poolOrder"":1,""trialIndex"":23,""pairId"":""MG_HIGH_US_HIGH_death_justice_BK_DB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""DB"",""rightColorCode"":""BK"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":96,""leftHeight"":96,""rightHeight"":151}","undefined","7323","7323","undefined","undefined","undefined","undefined","undefined","undefined","undefined","death","justice","BK","DB","MG_HIGH","US_HIGH","MG_HIGH_US_HIGH_death_justice_BK_DB","23","1","right","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p5_s1_tr","68","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":3,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p4_s1_tr","69","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_peace"":""DP"",""concept_death"":""LB""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""LB""},""conceptB"":{""id"":""concept_peace"",""text"":""peace"",""chosenColorCode"":""DP""},""responseTime"":12130,""lastEditTime"":12130,""poolOrder"":0,""trialIndex"":19,""pairId"":""MG_HIGH_US_HIGH_death_peace_DP_LB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""LB"",""rightColorCode"":""DP"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":155,""shortHeight"":101,""leftHeight"":101,""rightHeight"":155}","undefined","13892","13892","undefined","undefined","undefined","undefined","undefined","undefined","undefined","death","peace","DP","LB","MG_HIGH","US_HIGH","MG_HIGH_US_HIGH_death_peace_DP_LB","19","1","right","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p4_s1_tr","69","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":25,""mousedown"":5,""mouseup"":1,""resize"":0,""scroll"":3,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p8_s0_tl","70","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_justice"":""MO"",""concept_peace"":""MC""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""MO""},""conceptB"":{""id"":""concept_peace"",""text"":""peace"",""chosenColorCode"":""MC""},""responseTime"":14149,""lastEditTime"":23385,""poolOrder"":1,""trialIndex"":32,""pairId"":""MG_LOW_US_LOW_justice_peace_MC_MO"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MC"",""rightColorCode"":""MO"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":155,""shortHeight"":95,""leftHeight"":155,""rightHeight"":95}","undefined","24966","24966","undefined","undefined","undefined","undefined","undefined","undefined","undefined","justice","peace","MC","MO","MG_LOW","US_LOW","MG_LOW_US_LOW_justice_peace_MC_MO","32","0","left","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p8_s0_tl","70","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":35,""mousedown"":6,""mouseup"":2,""resize"":0,""scroll"":3,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p2_s0_tl","71","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_happy"":""DP"",""concept_sick"":""SO""},""conceptA"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""SO""},""responseTime"":5824,""lastEditTime"":5824,""poolOrder"":1,""trialIndex"":8,""pairId"":""MG_HIGH_US_LOW_happy_sick_DP_SO"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DP"",""rightColorCode"":""SO"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":155,""shortHeight"":97,""leftHeight"":155,""rightHeight"":97}","undefined","7546","7546","undefined","undefined","undefined","undefined","undefined","undefined","undefined","happy","sick","DP","SO","MG_HIGH","US_LOW","MG_HIGH_US_LOW_happy_sick_DP_SO","8","0","left","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p2_s0_tl","71","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":3,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p5_s1_tl","72","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_justice"":""DB"",""concept_death"":""BK""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""DB""},""responseTime"":4791,""lastEditTime"":4791,""poolOrder"":1,""trialIndex"":22,""pairId"":""MG_HIGH_US_HIGH_death_justice_BK_DB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""DB"",""rightColorCode"":""BK"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":98,""leftHeight"":154,""rightHeight"":98}","undefined","6337","6337","undefined","undefined","undefined","undefined","undefined","undefined","undefined","death","justice","BK","DB","MG_HIGH","US_HIGH","MG_HIGH_US_HIGH_death_justice_BK_DB","22","1","left","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p5_s1_tl","72","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":2,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p11_s0_tr","73","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_safety"":""BK"",""concept_justice"":""SG""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""SG""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""BK""},""responseTime"":5550,""lastEditTime"":5550,""poolOrder"":1,""trialIndex"":45,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""BK"",""rightColorCode"":""SG"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":150,""shortHeight"":100,""leftHeight"":100,""rightHeight"":150}","undefined","7635","7635","undefined","undefined","undefined","undefined","undefined","undefined","undefined","justice","safety","BK","SG","MG_LOW","US_HIGH","MG_LOW_US_HIGH_justice_safety_BK_SG","45","0","right","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p11_s0_tr","73","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":3,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p7_s1_tr","74","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_sad"":""DC"",""concept_sick"":""A3""},""conceptA"":{""id"":""concept_sad"",""text"":""sad"",""chosenColorCode"":""DC""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""A3""},""responseTime"":7798,""lastEditTime"":7798,""poolOrder"":0,""trialIndex"":31,""pairId"":""MG_LOW_US_LOW_sad_sick_A3_DC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""DC"",""rightColorCode"":""A3"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":101,""leftHeight"":101,""rightHeight"":154}","undefined","9172","9172","undefined","undefined","undefined","undefined","undefined","undefined","undefined","sad","sick","A3","DC","MG_LOW","US_LOW","MG_LOW_US_LOW_sad_sick_A3_DC","31","1","right","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p7_s1_tr","74","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":4,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p8_s1_tr","75","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_justice"":""MC"",""concept_peace"":""MO""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""MC""},""conceptB"":{""id"":""concept_peace"",""text"":""peace"",""chosenColorCode"":""MO""},""responseTime"":10299,""lastEditTime"":10299,""poolOrder"":0,""trialIndex"":35,""pairId"":""MG_LOW_US_LOW_justice_peace_MC_MO"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MO"",""rightColorCode"":""MC"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":152,""shortHeight"":104,""leftHeight"":104,""rightHeight"":152}","undefined","20883","20883","undefined","undefined","undefined","undefined","undefined","undefined","undefined","justice","peace","MC","MO","MG_LOW","US_LOW","MG_LOW_US_LOW_justice_peace_MC_MO","35","1","right","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p8_s1_tr","75","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":26,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":3,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p5_s0_tr","76","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_death"":""BK"",""concept_justice"":""DB""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""DB""},""responseTime"":5739,""lastEditTime"":5739,""poolOrder"":1,""trialIndex"":21,""pairId"":""MG_HIGH_US_HIGH_death_justice_BK_DB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""BK"",""rightColorCode"":""DB"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":97,""leftHeight"":97,""rightHeight"":154}","undefined","7173","7173","undefined","undefined","undefined","undefined","undefined","undefined","undefined","death","justice","BK","DB","MG_HIGH","US_HIGH","MG_HIGH_US_HIGH_death_justice_BK_DB","21","0","right","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p5_s0_tr","76","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":3,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p2_s1_tr","77","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_sick"":""SO"",""concept_happy"":""DP""},""conceptA"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""SO""},""responseTime"":5067,""lastEditTime"":5067,""poolOrder"":0,""trialIndex"":11,""pairId"":""MG_HIGH_US_LOW_happy_sick_DP_SO"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""SO"",""rightColorCode"":""DP"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":145,""shortHeight"":101,""leftHeight"":101,""rightHeight"":145}","undefined","7169","7169","undefined","undefined","undefined","undefined","undefined","undefined","undefined","happy","sick","DP","SO","MG_HIGH","US_LOW","MG_HIGH_US_LOW_happy_sick_DP_SO","11","1","right","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p2_s1_tr","77","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p0_s0_tr","78","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_angry"":""MH"",""concept_happy"":""WH""},""conceptA"":{""id"":""concept_angry"",""text"":""angry"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""WH""},""responseTime"":4397,""lastEditTime"":4397,""poolOrder"":1,""trialIndex"":1,""pairId"":""MG_HIGH_US_LOW_angry_happy_MH_WH"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""MH"",""rightColorCode"":""WH"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":145,""shortHeight"":98,""leftHeight"":98,""rightHeight"":145}","undefined","5540","5540","undefined","undefined","undefined","undefined","undefined","undefined","undefined","angry","happy","MH","WH","MG_HIGH","US_LOW","MG_HIGH_US_LOW_angry_happy_MH_WH","1","0","right","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p0_s0_tr","78","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p8_s0_tr","79","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_peace"":""MC"",""concept_justice"":""MO""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""MO""},""conceptB"":{""id"":""concept_peace"",""text"":""peace"",""chosenColorCode"":""MC""},""responseTime"":4281,""lastEditTime"":4281,""poolOrder"":0,""trialIndex"":33,""pairId"":""MG_LOW_US_LOW_justice_peace_MC_MO"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MC"",""rightColorCode"":""MO"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":146,""shortHeight"":99,""leftHeight"":99,""rightHeight"":146}","undefined","5940","5940","undefined","undefined","undefined","undefined","undefined","undefined","undefined","justice","peace","MC","MO","MG_LOW","US_LOW","MG_LOW_US_LOW_justice_peace_MC_MO","33","0","right","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p8_s0_tr","79","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":15,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p6_s1_tr","80","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_sad"":""DR"",""concept_happy"":""MC""},""conceptA"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""MC""},""conceptB"":{""id"":""concept_sad"",""text"":""sad"",""chosenColorCode"":""DR""},""responseTime"":4331,""lastEditTime"":4331,""poolOrder"":0,""trialIndex"":27,""pairId"":""MG_LOW_US_LOW_happy_sad_DR_MC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MC"",""rightColorCode"":""DR"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":152,""shortHeight"":97,""leftHeight"":97,""rightHeight"":152}","undefined","5488","5488","undefined","undefined","undefined","undefined","undefined","undefined","undefined","happy","sad","DR","MC","MG_LOW","US_LOW","MG_LOW_US_LOW_happy_sad_DR_MC","27","1","right","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p6_s1_tr","80","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p7_s0_tl","81","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_sick"":""A3"",""concept_sad"":""DC""},""conceptA"":{""id"":""concept_sad"",""text"":""sad"",""chosenColorCode"":""DC""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""A3""},""responseTime"":9683,""lastEditTime"":9683,""poolOrder"":1,""trialIndex"":28,""pairId"":""MG_LOW_US_LOW_sad_sick_A3_DC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""A3"",""rightColorCode"":""DC"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":146,""shortHeight"":100,""leftHeight"":146,""rightHeight"":100}","undefined","12127","12127","undefined","undefined","undefined","undefined","undefined","undefined","undefined","sad","sick","A3","DC","MG_LOW","US_LOW","MG_LOW_US_LOW_sad_sick_A3_DC","28","0","left","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p7_s0_tl","81","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":25,""mousedown"":4,""mouseup"":1,""resize"":0,""scroll"":4,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p9_s1_tl","82","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_banana"":""SY"",""concept_mango"":""MO""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""SY""},""conceptB"":{""id"":""concept_mango"",""text"":""mango"",""chosenColorCode"":""MO""},""responseTime"":4856,""lastEditTime"":4856,""poolOrder"":0,""trialIndex"":38,""pairId"":""MG_LOW_US_HIGH_banana_mango_MO_SY"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SY"",""rightColorCode"":""MO"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":149,""shortHeight"":101,""leftHeight"":149,""rightHeight"":101}","undefined","6376","6376","undefined","undefined","undefined","undefined","undefined","undefined","undefined","banana","mango","MO","SY","MG_LOW","US_HIGH","MG_LOW_US_HIGH_banana_mango_MO_SY","38","1","left","Reset","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p9_s1_tl","82","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":3,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5de30dd39a9da5342d09f2e8","p5_s0_tl","83","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_justice"":""DB"",""concept_death"":""BK""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""DB""},""responseTime"":10860,""lastEditTime"":10860,""poolOrder"":1,""trialIndex"":20,""pairId"":""MG_HIGH_US_HIGH_death_justice_BK_DB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""BK"",""rightColorCode"":""DB"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":147,""shortHeight"":105,""leftHeight"":147,""rightHeight"":105}","undefined","12300","12300","undefined","undefined","undefined","undefined","undefined","undefined","undefined","death","justice","BK","DB","MG_HIGH","US_HIGH","MG_HIGH_US_HIGH_death_justice_BK_DB","20","0","left","Reset","undefined","undefined","undefined"
