progressBlock,color,progressColor,ans,concept,expCountry,ID,rating
12,MC,25,0,banana,usa,20240418-138-4451,0.34
12,MG,26,0,banana,usa,20240418-138-4451,0.34
12,LB,27,0,banana,usa,20240418-138-4451,0.63
12,DB,28,0,banana,usa,20240418-138-4451,0.33
12,MY,29,0,banana,usa,20240418-138-4451,0.33
12,LY,30,63,banana,usa,20240418-138-4451,0.34
12,SO,31,78,banana,usa,20240418-138-4451,0.36
12,A1,32,0,banana,usa,20240418-138-4451,0.38
12,MO,33,1,banana,usa,20240418-138-4451,0.37
12,SR,34,0,banana,usa,20240418-138-4451,0.37
12,MB,35,0,banana,usa,20240418-138-4451,0.36
12,WH,36,14,banana,usa,20240418-138-4451,0.31
12,SH,37,64,banana,usa,20240418-138-4451,0.68
13,DG,1,0,death,usa,20240418-138-4451,0.35
13,MY,2,10,death,usa,20240418-138-4451,0.36
13,LR,3,0,death,usa,20240418-138-4451,0.35
13,LB,4,3,death,usa,20240418-138-4451,0.33
13,LC,5,18,death,usa,20240418-138-4451,0.63
13,A2,6,64,death,usa,20240418-138-4451,0.34
13,SY,7,0,death,usa,20240418-138-4451,0.32
13,A3,8,5,death,usa,20240418-138-4451,0.35
13,LH,9,0,death,usa,20240418-138-4451,0.36
13,DH,10,1,death,usa,20240418-138-4451,0.34
13,MG,11,0,death,usa,20240418-138-4451,0.36
13,SO,12,0,death,usa,20240418-138-4451,0.35
13,SC,13,10,death,usa,20240418-138-4451,0.32
13,DC,14,0,death,usa,20240418-138-4451,0.34
13,DB,15,3,death,usa,20240418-138-4451,0.39
13,BK,16,99,death,usa,20240418-138-4451,0.35
13,MB,17,0,death,usa,20240418-138-4451,0.7
13,DP,18,2,death,usa,20240418-138-4451,0.35
13,LP,19,0,death,usa,20240418-138-4451,0.38
13,MP,20,6,death,usa,20240418-138-4451,0.34
13,SP,21,0,death,usa,20240418-138-4451,0.33
13,SG,22,8,death,usa,20240418-138-4451,0.35
13,DY,23,3,death,usa,20240418-138-4451,0.33
13,LO,24,0,death,usa,20240418-138-4451,0.33
13,SH,25,2,death,usa,20240418-138-4451,0.32
13,LY,26,0,death,usa,20240418-138-4451,0.34
13,WH,27,0,death,usa,20240418-138-4451,0.65
13,MH,28,5,death,usa,20240418-138-4451,0.32
13,SB,29,1,death,usa,20240418-138-4451,0.36
13,LG,30,0,death,usa,20240418-138-4451,0.36
13,SR,31,0,death,usa,20240418-138-4451,0.4
13,MO,32,0,death,usa,20240418-138-4451,0.37
13,DR,33,0,death,usa,20240418-138-4451,0.38
13,DO,34,3,death,usa,20240418-138-4451,0.37
13,A1,35,57,death,usa,20240418-138-4451,0.39
13,MR,36,3,death,usa,20240418-138-4451,0.36
13,MC,37,3,death,usa,20240418-138-4451,0.33
14,MP,1,26,sad,usa,20240418-138-4451,0.29
14,LY,2,15,sad,usa,20240418-138-4451,0.34
14,LB,3,15,sad,usa,20240418-138-4451,0.32
14,SB,4,9,sad,usa,20240418-138-4451,0.36
14,LH,5,6,sad,usa,20240418-138-4451,0.63
14,MY,6,17,sad,usa,20240418-138-4451,0.34
14,SG,7,13,sad,usa,20240418-138-4451,0.35
14,DP,8,16,sad,usa,20240418-138-4451,0.36
14,SP,9,6,sad,usa,20240418-138-4451,0.37
14,DG,10,0,sad,usa,20240418-138-4451,0.35
14,DC,11,57,sad,usa,20240418-138-4451,0.38
14,DR,12,25,sad,usa,20240418-138-4451,0.35
14,DB,13,22,sad,usa,20240418-138-4451,0.39
14,WH,14,18,sad,usa,20240418-138-4451,0.38
14,MG,15,55,sad,usa,20240418-138-4451,0.37
14,A1,16,55,sad,usa,20240418-138-4451,0.33
14,MH,17,29,sad,usa,20240418-138-4451,0.36
14,MO,18,23,sad,usa,20240418-138-4451,0.35
14,DO,19,19,sad,usa,20240418-138-4451,0.37
14,LO,20,19,sad,usa,20240418-138-4451,0.36
14,LR,21,5,sad,usa,20240418-138-4451,0.34
14,MB,22,9,sad,usa,20240418-138-4451,0.34
14,A3,23,6,sad,usa,20240418-138-4451,0.38
14,SR,24,5,sad,usa,20240418-138-4451,0.37
14,MC,25,11,sad,usa,20240418-138-4451,0.64
14,SY,26,3,sad,usa,20240418-138-4451,0.37
14,SO,27,19,sad,usa,20240418-138-4451,0.37
14,LC,28,7,sad,usa,20240418-138-4451,0.33
14,MR,29,1,sad,usa,20240418-138-4451,0.32
14,BK,30,85,sad,usa,20240418-138-4451,0.36
14,SC,31,14,sad,usa,20240418-138-4451,0.31
14,DH,32,9,sad,usa,20240418-138-4451,0.62
14,LG,33,11,sad,usa,20240418-138-4451,0.65
14,DY,34,45,sad,usa,20240418-138-4451,0.35
14,A2,35,43,sad,usa,20240418-138-4451,0.33
14,SH,36,14,sad,usa,20240418-138-4451,0.66
14,LP,37,18,sad,usa,20240418-138-4451,0.3
1,LG,1,3,angry,usa,20240418-138-45470,0.37
1,LH,2,9,angry,usa,20240418-138-45470,0.49
1,MY,3,31,angry,usa,20240418-138-45470,0.68
1,SO,4,45,angry,usa,20240418-138-45470,0.3
1,MP,5,23,angry,usa,20240418-138-45470,0.6
1,MH,6,6,angry,usa,20240418-138-45470,0.56
1,MR,7,1,angry,usa,20240418-138-45470,0.39
1,LP,8,1,angry,usa,20240418-138-45470,0.56
1,BK,9,56,angry,usa,20240418-138-45470,0.47
1,SR,10,54,angry,usa,20240418-138-45470,0.34
1,A3,11,1,angry,usa,20240418-138-45470,0.59
1,LO,12,0,angry,usa,20240418-138-45470,0.6
1,DP,13,42,angry,usa,20240418-138-45470,0.35
1,SC,14,12,angry,usa,20240418-138-45470,0.3
1,DC,15,5,angry,usa,20240418-138-45470,0.61
1,DG,16,28,angry,usa,20240418-138-45470,0.64
1,LY,17,3,angry,usa,20240418-138-45470,0.33
1,MB,18,6,angry,usa,20240418-138-45470,0.33
1,LB,19,0,angry,usa,20240418-138-45470,0.61
1,SH,20,50,angry,usa,20240418-138-45470,0.6
1,DO,21,48,angry,usa,20240418-138-45470,0.6
1,LR,22,0,angry,usa,20240418-138-45470,0.39
1,A2,23,50,angry,usa,20240418-138-45470,0.39
1,DB,24,0,angry,usa,20240418-138-45470,0.4
1,DR,25,51,angry,usa,20240418-138-45470,0.62
1,MG,26,4,angry,usa,20240418-138-45470,0.64
1,DY,27,51,angry,usa,20240418-138-45470,0.65
1,A1,28,48,angry,usa,20240418-138-45470,0.44
1,SG,29,0,angry,usa,20240418-138-45470,0.34
1,SY,30,53,angry,usa,20240418-138-45470,0.36
1,WH,31,0,angry,usa,20240418-138-45470,0.36
1,SB,32,0,angry,usa,20240418-138-45470,0.35
1,MC,33,0,angry,usa,20240418-138-45470,0.35
1,DH,34,52,angry,usa,20240418-138-45470,0.58
1,MO,35,3,angry,usa,20240418-138-45470,0.4
1,LC,36,0,angry,usa,20240418-138-45470,0.58
1,SP,37,47,angry,usa,20240418-138-45470,0.62
2,SY,1,24,peace,usa,20240418-138-45470,0.44
2,LP,2,53,peace,usa,20240418-138-45470,0.42
2,DP,3,45,peace,usa,20240418-138-45470,0.42
2,DH,4,35,peace,usa,20240418-138-45470,0.41
2,SP,5,50,peace,usa,20240418-138-45470,0.4
2,SO,6,34,peace,usa,20240418-138-45470,0.41
2,DO,7,50,peace,usa,20240418-138-45470,0.43
2,LG,8,60,peace,usa,20240418-138-45470,0.41
2,DY,9,49,peace,usa,20240418-138-45470,0.4
2,LO,10,73,peace,usa,20240418-138-45470,0.56
2,MP,11,80,peace,usa,20240418-138-45470,0.39
2,DB,12,51,peace,usa,20240418-138-45470,0.54
2,LH,13,87,peace,usa,20240418-138-45470,0.63
2,LC,14,93,peace,usa,20240418-138-45470,0.59
2,WH,15,50,peace,usa,20240418-138-45470,0.57
2,MY,16,68,peace,usa,20240418-138-45470,0.39
2,A2,17,49,peace,usa,20240418-138-45470,0.42
2,MR,18,58,peace,usa,20240418-138-45470,0.39
2,SG,19,79,peace,usa,20240418-138-45470,0.36
2,DC,20,90,peace,usa,20240418-138-45470,0.45
2,MH,21,60,peace,usa,20240418-138-45470,0.58
2,MC,22,97,peace,usa,20240418-138-45470,0.36
2,SR,23,47,peace,usa,20240418-138-45470,0.4
2,LY,24,100,peace,usa,20240418-138-45470,0.39
2,MB,25,97,peace,usa,20240418-138-45470,0.4
2,SB,26,89,peace,usa,20240418-138-45470,0.43
2,LR,27,97,peace,usa,20240418-138-45470,0.59
2,BK,28,30,peace,usa,20240418-138-45470,0.61
2,MG,29,74,peace,usa,20240418-138-45470,0.61
2,A3,30,51,peace,usa,20240418-138-45470,0.39
2,SH,31,50,peace,usa,20240418-138-45470,0.4
2,LB,32,100,peace,usa,20240418-138-45470,0.62
2,SC,33,95,peace,usa,20240418-138-45470,0.59
2,A1,34,50,peace,usa,20240418-138-45470,0.37
2,DR,35,48,peace,usa,20240418-138-45470,0.37
2,DG,36,50,peace,usa,20240418-138-45470,0.59
2,MO,37,73,peace,usa,20240418-138-45470,0.38
3,A2,1,50,lightning,usa,20240418-138-45470,0.39
3,LY,2,19,lightning,usa,20240418-138-45470,0.48
3,DB,3,3,lightning,usa,20240418-138-45470,0.47
3,MO,4,6,lightning,usa,20240418-138-45470,0.47
3,DC,5,0,lightning,usa,20240418-138-45470,0.41
3,SR,6,0,lightning,usa,20240418-138-45470,0.41
3,MG,7,2,lightning,usa,20240418-138-45470,0.41
3,DO,8,0,lightning,usa,20240418-138-45470,0.43
3,LR,9,1,lightning,usa,20240418-138-45470,0.43
3,DG,10,0,lightning,usa,20240418-138-45470,0.42
3,LP,11,54,lightning,usa,20240418-138-45470,0.44
3,SP,12,56,lightning,usa,20240418-138-45470,0.4
3,A1,13,50,lightning,usa,20240418-138-45470,0.38
3,BK,14,39,lightning,usa,20240418-138-45470,0.45
3,DP,15,47,lightning,usa,20240418-138-45470,0.39
3,MB,16,35,lightning,usa,20240418-138-45470,0.4
3,LH,17,38,lightning,usa,20240418-138-45470,0.38
3,DH,18,11,lightning,usa,20240418-138-45470,0.58
3,SG,19,0,lightning,usa,20240418-138-45470,0.41
3,A3,20,74,lightning,usa,20240418-138-45470,0.44
3,LO,21,0,lightning,usa,20240418-138-45470,0.41
3,LC,22,26,lightning,usa,20240418-138-45470,0.43
3,SO,23,0,lightning,usa,20240418-138-45470,0.37
3,SY,24,57,lightning,usa,20240418-138-45470,0.41
3,LB,25,11,lightning,usa,20240418-138-45470,0.42
3,MH,26,13,lightning,usa,20240418-138-45470,0.36
3,LG,27,0,lightning,usa,20240418-138-45470,0.38
3,SB,28,0,lightning,usa,20240418-138-45470,0.4
3,MY,29,0,lightning,usa,20240418-138-45470,0.57
3,DY,30,0,lightning,usa,20240418-138-45470,0.44
3,MP,31,52,lightning,usa,20240418-138-45470,0.44
3,DR,32,0,lightning,usa,20240418-138-45470,0.44
3,SC,33,2,lightning,usa,20240418-138-45470,0.45
3,MR,34,0,lightning,usa,20240418-138-45470,0.4
3,SH,35,29,lightning,usa,20240418-138-45470,0.59
3,WH,36,96,lightning,usa,20240418-138-45470,0.37
3,MC,37,2,lightning,usa,20240418-138-45470,0.38
4,A2,1,0,banana,usa,20240418-138-45470,0.43
4,LH,2,51,banana,usa,20240418-138-45470,0.34
4,LO,3,34,banana,usa,20240418-138-45470,0.45
4,DB,4,0,banana,usa,20240418-138-45470,0.41
4,MP,5,0,banana,usa,20240418-138-45470,0.37
4,MG,6,13,banana,usa,20240418-138-45470,0.41
4,MY,7,8,banana,usa,20240418-138-45470,0.4
4,A3,8,0,banana,usa,20240418-138-45470,0.41
4,LB,9,0,banana,usa,20240418-138-45470,0.41
4,A1,10,0,banana,usa,20240418-138-45470,0.41
4,LR,11,0,banana,usa,20240418-138-45470,0.41
4,DG,12,0,banana,usa,20240418-138-45470,0.39
4,MR,13,2,banana,usa,20240418-138-45470,0.4
4,MO,14,16,banana,usa,20240418-138-45470,0.41
4,SB,15,0,banana,usa,20240418-138-45470,0.41
4,MC,16,0,banana,usa,20240418-138-45470,0.59
4,DO,17,0,banana,usa,20240418-138-45470,0.59
4,SG,18,27,banana,usa,20240418-138-45470,0.58
4,SH,19,56,banana,usa,20240418-138-45470,0.41
4,MB,20,0,banana,usa,20240418-138-45470,0.43
4,LG,21,0,banana,usa,20240418-138-45470,0.39
4,SP,22,0,banana,usa,20240418-138-45470,0.38
4,LP,23,0,banana,usa,20240418-138-45470,0.44
4,BK,24,56,banana,usa,20240418-138-45470,0.39
4,MH,25,51,banana,usa,20240418-138-45470,0.59
4,SY,26,99,banana,usa,20240418-138-45470,0.58
4,DP,27,0,banana,usa,20240418-138-45470,0.37
4,DC,28,0,banana,usa,20240418-138-45470,0.59
4,LY,29,76,banana,usa,20240418-138-45470,0.64
4,DR,30,0,banana,usa,20240418-138-45470,0.69
4,DY,31,51,banana,usa,20240418-138-45470,0.39
4,LC,32,0,banana,usa,20240418-138-45470,0.4
4,WH,33,0,banana,usa,20240418-138-45470,0.36
4,DH,34,33,banana,usa,20240418-138-45470,0.38
4,SR,35,0,banana,usa,20240418-138-45470,0.41
4,SC,36,0,banana,usa,20240418-138-45470,0.56
4,SO,37,7,banana,usa,20240418-138-45470,0.6
5,LO,1,46,death,usa,20240418-138-45470,0.48
5,LB,2,0,death,usa,20240418-138-45470,0.37
5,MG,3,0,death,usa,20240418-138-45470,0.43
5,A1,4,63,death,usa,20240418-138-45470,0.39
5,SP,5,0,death,usa,20240418-138-45470,0.42
5,LG,6,0,death,usa,20240418-138-45470,0.6
5,LC,7,0,death,usa,20240418-138-45470,0.43
5,LH,8,18,death,usa,20240418-138-45470,0.49
5,MB,9,0,death,usa,20240418-138-45470,0.43
5,SR,10,0,death,usa,20240418-138-45470,0.38
5,MO,11,5,death,usa,20240418-138-45470,0.57
5,SH,12,0,death,usa,20240418-138-45470,0.4
5,DP,13,0,death,usa,20240418-138-45470,0.43
5,A2,14,53,death,usa,20240418-138-45470,0.44
5,DG,15,0,death,usa,20240418-138-45470,0.44
5,MC,16,0,death,usa,20240418-138-45470,0.37
5,LP,17,1,death,usa,20240418-138-45470,0.54
5,DB,18,0,death,usa,20240418-138-45470,0.38
5,MH,19,2,death,usa,20240418-138-45470,0.39
5,MY,20,6,death,usa,20240418-138-45470,0.38
5,DH,21,6,death,usa,20240418-138-45470,0.42
5,SB,22,0,death,usa,20240418-138-45470,0.38
5,A3,23,2,death,usa,20240418-138-45470,0.63
5,LY,24,4,death,usa,20240418-138-45470,0.38
5,MP,25,0,death,usa,20240418-138-45470,0.42
5,LR,26,0,death,usa,20240418-138-45470,0.38
5,DC,27,0,death,usa,20240418-138-45470,0.59
5,BK,28,100,death,usa,20240418-138-45470,0.59
5,SC,29,0,death,usa,20240418-138-45470,0.38
5,DO,30,0,death,usa,20240418-138-45470,0.41
5,DY,31,3,death,usa,20240418-138-45470,0.6
5,DR,32,0,death,usa,20240418-138-45470,0.37
5,WH,33,0,death,usa,20240418-138-45470,0.43
5,MR,34,0,death,usa,20240418-138-45470,0.43
5,SY,35,0,death,usa,20240418-138-45470,0.56
5,SO,36,0,death,usa,20240418-138-45470,0.42
5,SG,37,0,death,usa,20240418-138-45470,0.38
6,LY,1,50,safety,usa,20240418-138-45470,0.42
6,DO,2,51,safety,usa,20240418-138-45470,0.36
6,A2,3,39,safety,usa,20240418-138-45470,0.4
6,SR,4,63,safety,usa,20240418-138-45470,0.42
6,MY,5,38,safety,usa,20240418-138-45470,0.42
6,SY,6,56,safety,usa,20240418-138-45470,0.63
6,LH,7,46,safety,usa,20240418-138-45470,0.58
6,WH,8,92,safety,usa,20240418-138-45470,0.39
6,DR,9,35,safety,usa,20240418-138-45470,0.37
6,A3,10,50,safety,usa,20240418-138-45470,0.56
6,MR,11,54,safety,usa,20240418-138-45470,0.39
6,MG,12,78,safety,usa,20240418-138-45470,0.37
6,MP,13,74,safety,usa,20240418-138-45470,0.37
6,DC,14,53,safety,usa,20240418-138-45470,0.36
6,SC,15,92,safety,usa,20240418-138-45470,0.59
6,SB,16,89,safety,usa,20240418-138-45470,0.4
6,DG,17,50,safety,usa,20240418-138-45470,0.38
6,MH,18,53,safety,usa,20240418-138-45470,0.42
6,DP,19,79,safety,usa,20240418-138-45470,0.43
6,LR,20,51,safety,usa,20240418-138-45470,0.45
6,LP,21,98,safety,usa,20240418-138-45470,0.46
6,LB,22,100,safety,usa,20240418-138-45470,0.58
6,LO,23,57,safety,usa,20240418-138-45470,0.49
6,SP,24,80,safety,usa,20240418-138-45470,0.46
6,DB,25,50,safety,usa,20240418-138-45470,0.58
6,LG,26,62,safety,usa,20240418-138-45470,0.47
6,SG,27,74,safety,usa,20240418-138-45470,0.49
6,DY,28,53,safety,usa,20240418-138-45470,0.49
6,BK,29,28,safety,usa,20240418-138-45470,0.42
6,SO,30,100,safety,usa,20240418-138-45470,0.44
6,DH,31,52,safety,usa,20240418-138-45470,0.37
6,LC,32,82,safety,usa,20240418-138-45470,0.39
6,A1,33,41,safety,usa,20240418-138-45470,0.36
6,MC,34,56,safety,usa,20240418-138-45470,0.58
6,MO,35,56,safety,usa,20240418-138-45470,0.41
6,SH,36,76,safety,usa,20240418-138-45470,0.6
6,MB,37,75,safety,usa,20240418-138-45470,0.42
7,SH,1,30,sandstorm,usa,20240418-138-45470,0.43
7,LP,2,49,sandstorm,usa,20240418-138-45470,0.41
7,DG,3,0,sandstorm,usa,20240418-138-45470,0.38
7,DP,4,0,sandstorm,usa,20240418-138-45470,0.38
7,DO,5,53,sandstorm,usa,20240418-138-45470,0.44
7,A1,6,50,sandstorm,usa,20240418-138-45470,0.39
7,LR,7,53,sandstorm,usa,20240418-138-45470,0.4
7,SG,8,0,sandstorm,usa,20240418-138-45470,0.37
7,SP,9,0,sandstorm,usa,20240418-138-45470,0.36
7,MG,10,0,sandstorm,usa,20240418-138-45470,0.4
7,MY,11,52,sandstorm,usa,20240418-138-45470,0.39
7,LB,12,0,sandstorm,usa,20240418-138-45470,0.38
7,SY,13,0,sandstorm,usa,20240418-138-45470,0.41
7,MH,14,17,sandstorm,usa,20240418-138-45470,0.34
7,LH,15,33,sandstorm,usa,20240418-138-45470,0.49
7,MC,16,2,sandstorm,usa,20240418-138-45470,0.49
7,MR,17,0,sandstorm,usa,20240418-138-45470,0.48
7,SB,18,0,sandstorm,usa,20240418-138-45470,0.48
7,A2,19,50,sandstorm,usa,20240418-138-45470,0.45
7,SO,20,0,sandstorm,usa,20240418-138-45470,0.43
7,A3,21,13,sandstorm,usa,20240418-138-45470,0.42
7,DY,22,41,sandstorm,usa,20240418-138-45470,0.4
7,BK,23,10,sandstorm,usa,20240418-138-45470,0.42
7,MO,24,49,sandstorm,usa,20240418-138-45470,0.37
7,SC,25,0,sandstorm,usa,20240418-138-45470,0.59
7,DH,26,0,sandstorm,usa,20240418-138-45470,0.56
7,LY,27,42,sandstorm,usa,20240418-138-45470,0.55
7,WH,28,48,sandstorm,usa,20240418-138-45470,0.51
7,MP,29,0,sandstorm,usa,20240418-138-45470,0.57
7,LG,30,0,sandstorm,usa,20240418-138-45470,0.39
7,DC,31,0,sandstorm,usa,20240418-138-45470,0.42
7,LO,32,51,sandstorm,usa,20240418-138-45470,0.43
7,MB,33,0,sandstorm,usa,20240418-138-45470,0.41
7,DB,34,0,sandstorm,usa,20240418-138-45470,0.41
7,SR,35,0,sandstorm,usa,20240418-138-45470,0.42
7,LC,36,0,sandstorm,usa,20240418-138-45470,0.38
7,DR,37,0,sandstorm,usa,20240418-138-45470,0.39
8,MG,1,0,peach,usa,20240418-138-45470,0.54
8,SH,2,18,peach,usa,20240418-138-45470,0.42
8,MO,3,100,peach,usa,20240418-138-45470,0.46
8,DR,4,18,peach,usa,20240418-138-45470,0.49
8,LC,5,4,peach,usa,20240418-138-45470,0.49
8,MP,6,0,peach,usa,20240418-138-45470,0.49
8,DH,7,0,peach,usa,20240418-138-45470,0.49
8,LY,8,54,peach,usa,20240418-138-45470,0.51
8,DG,9,0,peach,usa,20240418-138-45470,0.49
8,DO,10,39,peach,usa,20240418-138-45470,0.49
8,MR,11,78,peach,usa,20240418-138-45470,0.49
8,DP,12,0,peach,usa,20240418-138-45470,0.49
8,DB,13,1,peach,usa,20240418-138-45470,0.49
8,SY,14,43,peach,usa,20240418-138-45470,0.49
8,A3,15,0,peach,usa,20240418-138-45470,0.49
8,SO,16,52,peach,usa,20240418-138-45470,0.49
8,SB,17,0,peach,usa,20240418-138-45470,0.49
8,MB,18,0,peach,usa,20240418-138-45470,0.49
8,DC,19,0,peach,usa,20240418-138-45470,0.49
8,LB,20,1,peach,usa,20240418-138-45470,0.49
8,A2,21,1,peach,usa,20240418-138-45470,0.49
8,SC,22,1,peach,usa,20240418-138-45470,0.49
8,MY,23,88,peach,usa,20240418-138-45470,0.49
8,SP,24,2,peach,usa,20240418-138-45470,0.49
8,LH,25,35,peach,usa,20240418-138-45470,0.49
8,DY,26,32,peach,usa,20240418-138-45470,0.51
8,LR,27,56,peach,usa,20240418-138-45470,0.49
8,SG,28,1,peach,usa,20240418-138-45470,0.5
8,LO,29,51,peach,usa,20240418-138-45470,0.49
8,WH,30,0,peach,usa,20240418-138-45470,0.51
8,MH,31,40,peach,usa,20240418-138-45470,0.51
8,SR,32,0,peach,usa,20240418-138-45470,0.49
8,LP,33,0,peach,usa,20240418-138-45470,0.49
8,BK,34,0,peach,usa,20240418-138-45470,0.49
8,LG,35,38,peach,usa,20240418-138-45470,0.49
8,MC,36,9,peach,usa,20240418-138-45470,0.49
8,A1,37,0,peach,usa,20240418-138-45470,0.49
9,MP,1,25,tree,usa,20240418-138-45470,0.49
9,LP,2,14,tree,usa,20240418-138-45470,0.49
9,LY,3,14,tree,usa,20240418-138-45470,0.49
9,DC,4,45,tree,usa,20240418-138-45470,0.49
9,LR,5,29,tree,usa,20240418-138-45470,0.49
9,LO,6,16,tree,usa,20240418-138-45470,0.49
9,A3,7,9,tree,usa,20240418-138-45470,0.49
9,LC,8,6,tree,usa,20240418-138-45470,0.49
9,MB,9,0,tree,usa,20240418-138-45470,0.49
9,DO,10,0,tree,usa,20240418-138-45470,0.49
9,SC,11,0,tree,usa,20240418-138-45470,0.49
9,WH,12,0,tree,usa,20240418-138-45470,0.49
9,MO,13,4,tree,usa,20240418-138-45470,0.51
9,MR,14,0,tree,usa,20240418-138-45470,0.49
9,DB,15,1,tree,usa,20240418-138-45470,0.53
9,A1,16,0,tree,usa,20240418-138-45470,0.49
9,DP,17,1,tree,usa,20240418-138-45470,0.49
9,DG,18,96,tree,usa,20240418-138-45470,0.48
9,LH,19,51,tree,usa,20240418-138-45470,0.48
9,SO,20,38,tree,usa,20240418-138-45470,0.48
9,A2,21,1,tree,usa,20240418-138-45470,0.48
9,SH,22,67,tree,usa,20240418-138-45470,0.49
9,MC,23,0,tree,usa,20240418-138-45470,0.49
9,MG,24,56,tree,usa,20240418-138-45470,0.49
9,SR,25,0,tree,usa,20240418-138-45470,0.49
9,SY,26,45,tree,usa,20240418-138-45470,0.52
9,LB,27,2,tree,usa,20240418-138-45470,0.49
9,MH,28,52,tree,usa,20240418-138-45470,0.49
9,BK,29,3,tree,usa,20240418-138-45470,0.49
9,DR,30,0,tree,usa,20240418-138-45470,0.49
9,DH,31,53,tree,usa,20240418-138-45470,0.49
9,SP,32,0,tree,usa,20240418-138-45470,0.49
9,DY,33,48,tree,usa,20240418-138-45470,0.48
9,LG,34,0,tree,usa,20240418-138-45470,0.44
9,SB,35,0,tree,usa,20240418-138-45470,0
9,SG,36,65,tree,usa,20240418-138-45470,0.31
9,MY,37,3,tree,usa,20240418-138-45470,0.4
10,A2,1,95,sad,usa,20240418-138-45470,0.4
10,LH,2,40,sad,usa,20240418-138-45470,0.49
10,DC,3,0,sad,usa,20240418-138-45470,0.49
10,MH,4,47,sad,usa,20240418-138-45470,0.49
10,LG,5,46,sad,usa,20240418-138-45470,0.49
10,BK,6,100,sad,usa,20240418-138-45470,0.49
10,DR,7,0,sad,usa,20240418-138-45470,0.51
10,MR,8,0,sad,usa,20240418-138-45470,0.51
10,MB,9,0,sad,usa,20240418-138-45470,0.51
10,A3,10,71,sad,usa,20240418-138-45470,0.49
10,SB,11,23,sad,usa,20240418-138-45470,0.49
10,DO,12,48,sad,usa,20240418-138-45470,0.49
10,DY,13,46,sad,usa,20240418-138-45470,0.55
10,LP,14,29,sad,usa,20240418-138-45470,0.48
10,MY,15,50,sad,usa,20240418-138-45470,0.49
10,MO,16,50,sad,usa,20240418-138-45470,0.49
10,LB,17,12,sad,usa,20240418-138-45470,0.48
10,LR,18,46,sad,usa,20240418-138-45470,0.49
10,DP,19,1,sad,usa,20240418-138-45470,0.49
10,SO,20,6,sad,usa,20240418-138-45470,0.49
10,SG,21,0,sad,usa,20240418-138-45470,0.49
10,LY,22,10,sad,usa,20240418-138-45470,0.49
10,SR,23,2,sad,usa,20240418-138-45470,0.49
10,SP,24,0,sad,usa,20240418-138-45470,0.49
10,DB,25,6,sad,usa,20240418-138-45470,0.49
10,DG,26,13,sad,usa,20240418-138-45470,0.49
10,MC,27,16,sad,usa,20240418-138-45470,0.49
10,SY,28,1,sad,usa,20240418-138-45470,0.49
10,SH,29,10,sad,usa,20240418-138-45470,0.49
10,SC,30,1,sad,usa,20240418-138-45470,0.49
10,MP,31,2,sad,usa,20240418-138-45470,0.49
10,DH,32,18,sad,usa,20240418-138-45470,0.49
10,LO,33,50,sad,usa,20240418-138-45470,0.49
10,A1,34,100,sad,usa,20240418-138-45470,0.49
10,WH,35,30,sad,usa,20240418-138-45470,0.49
10,MG,36,0,sad,usa,20240418-138-45470,0.49
10,LC,37,1,sad,usa,20240418-138-45470,0.49
11,A3,1,50,justice,usa,20240418-138-45470,0.48
11,LH,2,34,justice,usa,20240418-138-45470,0.49
11,MB,3,54,justice,usa,20240418-138-45470,0.49
11,DR,4,0,justice,usa,20240418-138-45470,0.49
11,WH,5,91,justice,usa,20240418-138-45470,0.49
11,BK,6,50,justice,usa,20240418-138-45470,0.49
11,A1,7,13,justice,usa,20240418-138-45470,0.48
11,LO,8,6,justice,usa,20240418-138-45470,0.49
11,MY,9,27,justice,usa,20240418-138-45470,0.53
11,SH,10,26,justice,usa,20240418-138-45470,0.51
11,LP,11,37,justice,usa,20240418-138-45470,0.51
11,MH,12,25,justice,usa,20240418-138-45470,0.51
11,LR,13,50,justice,usa,20240418-138-45470,0.49
11,MO,14,50,justice,usa,20240418-138-45470,0.49
11,MC,15,50,justice,usa,20240418-138-45470,0.49
11,DP,16,57,justice,usa,20240418-138-45470,0.49
11,SY,17,28,justice,usa,20240418-138-45470,0.49
11,MG,18,54,justice,usa,20240418-138-45470,0.49
11,MP,19,56,justice,usa,20240418-138-45470,0.49
11,SR,20,32,justice,usa,20240418-138-45470,0.49
11,LY,21,43,justice,usa,20240418-138-45470,0.49
11,LC,22,52,justice,usa,20240418-138-45470,0.48
11,SO,23,37,justice,usa,20240418-138-45470,0.49
11,SC,24,53,justice,usa,20240418-138-45470,0.49
11,SG,25,54,justice,usa,20240418-138-45470,0.49
11,DY,26,26,justice,usa,20240418-138-45470,0.49
11,LB,27,50,justice,usa,20240418-138-45470,0.53
11,DB,28,51,justice,usa,20240418-138-45470,0.49
11,A2,29,0,justice,usa,20240418-138-45470,0.49
11,SP,30,56,justice,usa,20240418-138-45470,0.49
11,SB,31,81,justice,usa,20240418-138-45470,0.49
11,MR,32,45,justice,usa,20240418-138-45470,0.49
11,DO,33,42,justice,usa,20240418-138-45470,0.49
11,DC,34,50,justice,usa,20240418-138-45470,0.49
11,LG,35,52,justice,usa,20240418-138-45470,0.49
11,DG,36,50,justice,usa,20240418-138-45470,0.49
11,DH,37,48,justice,usa,20240418-138-45470,0.49
12,DR,1,41,mango,usa,20240418-138-45470,0.39
12,LB,2,2,mango,usa,20240418-138-45470,0.43
